Transaction Date,Value Date,Particulars,Cheque No.,Debit,Credit,Balance
09-May-2018,09-May-2018,IMPS-MOB/Fund Trf/812917902484/SACH,200.00,209.82
11-May-2018,11-May-2018,IMPS-RIB/Fund Trf/813114420579/Pay,200.00,9.82
11-May-2018,11-May-2018,IMPS-RIB/FT-REV/813114420579/Pay sa,200.00,209.82
11-May-2018,11-May-2018,IMPS-RIB/Fund Trf/813117426391/Pay,200.00,9.82
11-May-2018,11-May-2018,IMPS-RIB/FT-REV/813117426391/Pay fo,200.00,209.82
12-May-2018,12-May-2018,BILLPAY/RECH/IDEA PREPAID/181320083,27.00,182.82
16-May-2018,16-May-2018,ATM-NFS/CASH WITHDRAWAL/+Sandhurst,100.00,82.82
17-May-2018,17-May-2018,APB-INW/HP644950 012055 1405,134.06,216.88
17-May-2018,17-May-2018,IMPS-MOB/Fund Trf/813700005886/RID-,"6,000.00","6,216.88"
18-May-2018,18-May-2018,IMPS-MOB/Fund Trf/813800005916/RID-,"1,200.00","7,416.88"
18-May-2018,18-May-2018,ATM-NFS/CASH,WITHDRAWAL/+WADIBUNDER,500.00,"6,916.88"
20-May-2018,20-May-2018,ATM-NFS/CASH,WITHDRAWAL/+HIRANANDAN,500.00,"6,416.88"
20-May-2018,20-May-2018,POS-VISA/KARUN MEDICAL/814016444557,75.00,"6,341.88"
21-May-2018,21-May-2018,ATM-NFS/CASH,WITHDRAWAL/+HIRANANDAN,"1,000.00","5,341.88"
21-May-2018,21-May-2018,POS-VISA/FLIPKART PAYMENTS/81410945,569.00,"4,772.88"
21-May-2018,21-May-2018,ATM-NFS/CASH WITHDRAWAL/+GOVANDI EA,"3,000.00","1,772.88"
21-May-2018,21-May-2018,POS-VISA/HOTEL SAROJ/814118881722,300.00,"1,472.88"
23-May-2018,23-May-2018,BILLPAY/RECH/VODAFONE PRE/181430064,100.00,"1,372.88"
23-May-2018,23-May-2018,BILLPAY/RECH/TATASKY DTH/1814300658,"1,000.00",372.88
01-Jun-2018,01-Jun-2018,POS-VISA/Upper Crust Foods Pvt THAN,261.00,111.88
01-Jun-2018,01-Jun-2018,IMPS-MOB/Fund,Trf/815200006812/RID-,"2,000.00","2,111.88"
02-Jun-2018,02-Jun-2018,NACH/TP ACH Bajaj Finanac/101294174,"1,912.00",199.88
06-Jun-2018,06-Jun-2018,Charge:Cash Wdl at other ATM/Inv270,20.00,179.88
06-Jun-2018,06-Jun-2018,CGST on Charge:Cash Wdl at other AT,1.80,178.08
06-Jun-2018,06-Jun-2018,SGST on Charge:Cash Wdl at other AT,1.80,176.28
